"Path","Category","FieldID","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"Assessment centre > Touchscreen > Lifestyle and environment > Electronic device use",100053,1110,"Length of mobile phone use",501499,604083,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100335,"ACE touchscreen question \"For approximately how many years have you been using a mobile phone at least once per week to make or receive calls?\" If the participant activated the Help button they were shown the message:     Do not include time spent text messaging. If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1110"
"Assessment centre > Touchscreen > Lifestyle and environment > Electronic device use",100053,1120,"Weekly usage of mobile phone in last 3 months",431342,517673,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100336,"ACE touchscreen question \"Over the last 3 months, on average how much time per week did you spend making or receiving calls on a mobile phone?\" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 1120 was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to Field 1110","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1120"
"Assessment centre > Touchscreen > Lifestyle and environment > Electronic device use",100053,1130,"Hands-free device/speakerphone use with mobile phone in last 3 month",431342,517673,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100337,"ACE touchscreen question \"Over the last 3 months, how often have you used a hands-free device/speakerphone when making or receiving calls on your mobile?\" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 1130 was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to Field 1110","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1130"
"Assessment centre > Touchscreen > Lifestyle and environment > Electronic device use",100053,1140,"Difference in mobile phone use compared to two years previously",431342,517673,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100338,"ACE touchscreen question \"Is there any difference between your mobile phone use now compared to two years ago?\" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 1140 was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to Field 1110","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1140"
"Assessment centre > Touchscreen > Lifestyle and environment > Electronic device use",100053,1150,"Usual side of head for mobile phone use",431341,517671,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100339,"ACE touchscreen question \"On what side of the head do you usually use a mobile phone?\" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 1150 was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to Field 1110","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1150"
"Assessment centre > Touchscreen > Lifestyle and environment > Sleep",100057,1160,"Sleep duration",501497,604080,"Complete","Integer","hours/day","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"About how many hours sleep do you get in every 24 hours? (please include naps)\" The following checks were performed:  If answer   If answer > 23 then rejected  If answer   If answer > 12 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you spend sleeping varies a lot, give the average time for a 24 hour day in the last 4 weeks.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1160"
"Assessment centre > Touchscreen > Lifestyle and environment > Sleep",100057,1170,"Getting up in morning",498844,600310,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100341,"ACE touchscreen question \"On an average day, how easy do you find getting up in the morning?\" If the participant activated the Help button they were shown the message:     If this varies a lot, answer this question in relation to the last 4 weeks.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1170"
"Assessment centre > Touchscreen > Lifestyle and environment > Sleep",100057,1180,"Morning/evening person (chronotype)",498842,600308,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100342,"ACE touchscreen question \"Do you consider yourself to be?\" If the participant activated the Help button they were shown the message:     If this varies a lot, answer this question in relation to the last 4 weeks.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1180"
"Assessment centre > Touchscreen > Lifestyle and environment > Sleep",100057,1190,"Nap during day",501493,604076,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100343,"ACE touchscreen question \"Do you have a nap during the day?\" If the participant activated the Help button they were shown the message:     If this varies a lot, answer this question in relation to the last 4 weeks.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1190"
"Assessment centre > Touchscreen > Lifestyle and environment > Sleep",100057,1200,"Sleeplessness / insomnia",501493,604076,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100343,"ACE touchscreen question \"Do you have trouble falling asleep at night or do you wake up in the middle of the night?\" If the participant activated the Help button they were shown the message:     If this varies a lot, answer this question in relation to the last 4 weeks.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1200"
"Assessment centre > Touchscreen > Lifestyle and environment > Sleep",100057,1210,"Snoring",501493,604076,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100345,"ACE touchscreen question \"Does your partner or a close relative or friend complain about your snoring?\" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1210"
"Assessment centre > Touchscreen > Lifestyle and environment > Sleep",100057,1220,"Daytime dozing / sleeping",501493,604075,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100346,"ACE touchscreen question \"How likely are you to doze off or fall asleep during the daytime when you don't mean to? (e.g. when working, reading or driving)\"  If the participant activated the Help button they were shown the message:        If you are unsure, please provide an estimate or select Do not know.         The option \"All of the time\" was removed during the Initial Assessment phase.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1220"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,1239,"Current tobacco smoking",501493,604076,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100347,"ACE touchscreen question \"Do you smoke tobacco now?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1239"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,1249,"Past tobacco smoking",464349,562588,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100348,"ACE touchscreen question \"In the past, how often have you smoked tobacco?\" Field 1249 was collected from all participants except those who indicated they currently smoke on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1249"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,1259,"Smoking/smokers in household",462031,559218,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100370,"ACE touchscreen question \"Does anyone in your household smoke?\" Field 1259 was collected from all participants except those who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1259"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,1269,"Exposure to tobacco smoke at home",464717,562988,"Complete","Integer","hours/week","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"At home, about how many hours per WEEK are you exposed to other people's tobacco smoke?\" The following checks were performed:  If answer   If answer > 168 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please give the number of hours in a typical week over the last year that you have been exposed to other people's tobacco smoke in the home environment.      Field 1269 was collected from all participants except those who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1269"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,1279,"Exposure to tobacco smoke outside home",464717,562988,"Complete","Integer","hours/week","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"Outside of your home, about how many hours per WEEK are you exposed to other people's tobacco smoke?\" The following checks were performed:  If answer   If answer > 168 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please give the number of hours in a typical week over the last year that you have been exposed to other people's tobacco smoke in environments other than the home (include work, pubs, restaurants etc).      Field 1279 was collected from all participants except those who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1279"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1289,"Cooked vegetable intake",501491,604074,"Complete","Integer","tablespoons/day","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"On average how many heaped tablespoons of COOKED vegetables would you eat per DAY? (Do not include potatoes; put '0' if you do not eat any)\" The following checks were performed:  If answer > 50 then rejected   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know. If you have less than one tablespoon a day select Less than one.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1289"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1299,"Salad / raw vegetable intake",501491,604074,"Complete","Integer","tablespoons/day","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"On average how many heaped tablespoons of SALAD or RAW vegetables would you eat per DAY? (Include lettuce, tomato in sandwiches; put '0' if you do not eat any)\" The following checks were performed:  If answer > 50 then rejected   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know. If you have less than one tablespoon a day select Less than one.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1299"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1309,"Fresh fruit intake",501491,604074,"Complete","Integer","pieces/day","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"About how many pieces of FRESH fruit would you eat per DAY? (Count one apple, one banana, 10 grapes etc as one piece; put '0' if you do not eat any)\" The following checks were performed:  If answer > 50 then rejected   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1309"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1319,"Dried fruit intake",501490,604073,"Complete","Integer","pieces/day","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"About how many pieces of DRIED fruit would you eat per DAY? (Count one prune, one dried apricot, 10 raisins as one piece; put '0' if you do not eat any)\" The following checks were performed:  If answer > 100 then rejected   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1319"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1329,"Oily fish intake",501490,604073,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100377,"ACE touchscreen question \"How often do you eat oily fish? (e.g. sardines, salmon, mackerel, herring)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know. Oily fish include:   Salmon  Anchovies   Trout   Swordfish   Mackerel  Bloater   Herring  Cacha   Sardines  Carp   Pilchards  Hilsa   Kipper   Jack fish   Eel   Katla   Whitebait  Orange roughy   Tuna (fresh only) Pangas   Sprats     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1329"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1339,"Non-oily fish intake",501490,604073,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100377,"ACE touchscreen question \"How often do you eat other types of fish? (e.g. cod, tinned tuna, haddock)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1339"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1349,"Processed meat intake",501489,604072,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100377,"ACE touchscreen question \"How often do you eat processed meats (such as bacon, ham, sausages, meat pies, kebabs, burgers, chicken nuggets)?\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1349"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1359,"Poultry intake",501489,604072,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100377,"ACE touchscreen question \"How often do you eat chicken, turkey or other poultry? (Do not count processed meats)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.       Poultry include fowl (e.g. chicken, turkey, quail), waterfowl (e.g. duck, goose) and game (e.g. pheasant).","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1359"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1369,"Beef intake",501489,604072,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100377,"ACE touchscreen question \"How often do you eat beef? (Do not count processed meats)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1369"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1379,"Lamb/mutton intake",501489,604072,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100377,"ACE touchscreen question \"How often do you eat lamb/mutton? (Do not count processed meats)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1379"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1389,"Pork intake",501487,604070,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100377,"ACE touchscreen question \"How often do you eat pork? (Do not count processed meats such as bacon or ham)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1389"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1408,"Cheese intake",490454,589822,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100377,"ACE touchscreen question \"How often do you eat cheese? (Include cheese in pizzas, quiches, cheese sauce etc)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.      Field 1408 was collected from all participants except those who indicated that they never eat dairy products, as defined by their answers to Field 6144","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1408"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1418,"Milk type used",501425,603987,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100387,"ACE touchscreen question \"What type of milk do you mainly use?\" If the participant activated the Help button they were shown the message:     If you use more than one type of milk, please select the one that you drink the most. If you are unsure, select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1418"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1428,"Spread type",498834,600300,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100388,"ACE touchscreen question \"What type of spread do you mainly use?\" If the participant activated the Help button they were shown the message:     If you use more than one type of spread, please select the one that you use the most. If you are unsure, select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1428"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1438,"Bread intake",498834,600300,"Complete","Integer","slices/week","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"How many slices of bread do you eat each WEEK?\" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 50 then participant asked to confirm   If the participant activated the Help button they were shown the message:     For other types of bread:  - one bread roll = 2 slices  - one pitta bread = 2 slices      ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1438"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1448,"Bread type",484392,579258,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100391,"ACE touchscreen question \"What type of bread do you mainly eat?\" If the participant activated the Help button they were shown the message:     If you eat more than one type of bread, please select the one that you eat the most. If you are unsure, select Do not know.      Field 1448 was collected from all participants except those who indicated that they do not eat bread or less than one slice each week, as defined by their answers to Field 1438","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1448"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1458,"Cereal intake",501394,603953,"Complete","Integer","bowls/week","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"How many bowls of cereal do you eat a WEEK?\" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 14 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1458"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1468,"Cereal type",420946,497506,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100393,"ACE touchscreen question \"What type of cereal do you mainly eat?\" If the participant activated the Help button they were shown the message:     If you eat more than one type of cereal, please select the one that you eat the most. If you are unsure, select Do not know.      Field 1468 was collected from all participants except those who indicated that they do not eat cereal or less than one bowl of cereal each week, as defined by their answers to Field 1458","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1468"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1478,"Salt added to food",501487,604070,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100394,"ACE touchscreen question \"Do you add salt to your food? (Do not include salt used in cooking)\" If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year If you are unsure, please provide an estimate or select Do not know.      ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1478"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1488,"Tea intake",501487,604070,"Complete","Integer","cups/day","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"How many cups of tea do you drink each DAY? (Include black and green tea)\" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 20 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1488"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1498,"Coffee intake",501487,604070,"Complete","Integer","cups/day","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"How many cups of coffee do you drink each DAY? (Include decaffeinated coffee)\" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1498"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1508,"Coffee type",393733,471172,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100397,"ACE touchscreen question \"What type of coffee do you usually drink?\" If the participant activated the Help button they were shown the message:     If you drink more than one type of coffee, please select the one that you drink the most. If you are unsure, select Do not know.      Field 1508 was collected from participants who indicated that they drank at least 1 cup of coffee each day or less than one cup each day, as defined by their answers to Field 1498","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1508"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1518,"Hot drink temperature",501487,604070,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100398,"ACE touchscreen question \"How do you like your hot drinks? (Such as coffee or tea)\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1518"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1528,"Water intake",501487,604070,"Complete","Integer","glasses/day","Data","Primary","Unisex",4,1,100373,"ACE touchscreen question \"How many glasses of water do you drink each DAY? \" The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1528"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1538,"Major dietary changes in the last 5 years",501487,604070,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100400,"ACE touchscreen question \"Have you made any major changes to your diet in the last 5 years?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1538"
"Assessment centre > Touchscreen > Lifestyle and environment > Diet",100052,1548,"Variation in diet",498834,600300,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100401,"ACE touchscreen question \"Does your diet vary much from week to week?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1548"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,1558,"Alcohol intake frequency.",501487,604070,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100402,"ACE touchscreen question \"About how often do you drink alcohol?\" If the participant activated the Help button they were shown the message:     If this varies a lot, please provide an average considering your intake over the last year     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1558"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,1568,"Average weekly red wine intake",350227,418944,"Complete","Integer","glasses","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"In an average WEEK, how many glasses of RED wine would you drink? (There are six glasses in an average bottle)\" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please include sparkling red wine here.      Field 1568 was collected from participants who indicated they drink alcohol more often than once or twice a week, as defined by their answers to Field 1558","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1568"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,1578,"Average weekly champagne plus white wine intake",350226,418943,"Complete","Integer","glasses","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"In an average WEEK, how many glasses of WHITE wine or champagne would you drink? (There are six glasses in an average bottle)\" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please include sparkling white wine here.      Field 1578 was collected from participants who indicated they drink alcohol more often than once or twice a week, as defined by their answers to Field 1558","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1578"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,1588,"Average weekly beer plus cider intake",350226,418943,"Complete","Integer","pints","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"In an average WEEK, how many pints of beer or cider would you drink? (Include bitter, lager, stout, ale, Guinness)\"  The following checks were performed:    If answer    If answer > 250 then rejected   If answer > 100 then participant asked to confirm     Field 1588 was collected from participants who indicated they drink alcohol more often than one to three times per month, as defined by their answers to Field 1558","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1588"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,1598,"Average weekly spirits intake",350226,418943,"Complete","Integer","measures","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"In an average WEEK, how many measures of spirits or liqueurs would you drink? (there are 25 standard measures in a normal sized bottle;  spirits include drinks such as whisky, gin, rum, vodka, brandy)\" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     For mixed drinks that contain spirits or liqueurs, count one bottle as one measure. There is a question later on alcopops      Field 1598 was collected from participants who indicated they drink alcohol more often than once or twice a week, as defined by their answers to Field 1558","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1598"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,1608,"Average weekly fortified wine intake",350226,418943,"Complete","Integer","glasses","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"In an average WEEK, how many glasses of fortified wine would you drink? (There are 12 glasses in an average bottle) (Fortified wines include drinks such as sherry, port, vermouth)\" The following checks were performed:  If answer   If answer > 250 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Fortified wines include: Sherry, Port, Vermouth, Muscat, Madeira, Malaga, Tokay, Frontignan, Frontignac.      Field 1608 was collected from participants who indicated they drink alcohol more often than once or twice a week, as defined by their answers to Field 1558","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1608"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,1618,"Alcohol usually taken with meals",397994,482535,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100416,"ACE touchscreen question \"When you drink alcohol is it usually with meals?\" Field 1618 was collected from participants who indicated they drink alcohol, as defined by their answers to Field 1558","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1618"
"Assessment centre > Touchscreen > Lifestyle and environment > Alcohol",100051,1628,"Alcohol intake versus 10 years previously",461042,555543,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100417,"ACE touchscreen question \"Compared to 10 years ago, do you drink?\" Field 1628 was collected from participants who indicated they drink alcohol, as defined by their answers to Field 1558","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1628"
"Assessment centre > Touchscreen > Early life factors",100033,1647,"Country of birth (UK/elsewhere)",501463,533456,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100420,"ACE touchscreen question \"Where were you born?\"   Participants who indicated they were born inside the United Kingdom were asked during the verbal interview in what area they had been born (Field 129 and Field 130).   Participants who indicated they were born outside the United Kingdom and Republic of Ireland were asked during the verbal interview in what country they had been born (Field 20115) and when they had immigrated (Field 3659).   This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1647"
"Assessment centre > Touchscreen > Early life factors",100033,1677,"Breastfed as a baby",501463,533456,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100349,"ACE touchscreen question \"Were you breastfed when you were a baby?\"   This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1677"
"Assessment centre > Touchscreen > Early life factors",100033,1687,"Comparative body size at age 10",501463,533456,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100428,"ACE touchscreen question \"When you were 10 years old, compared to average would you describe yourself as:\"   This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1687"
"Assessment centre > Touchscreen > Early life factors",100033,1697,"Comparative height size at age 10",501463,533456,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100429,"ACE touchscreen question \"When you were 10 years old, compared to average would you describe yourself as:\"   This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1697"
"Assessment centre > Touchscreen > Early life factors",100033,1707,"Handedness (chirality/laterality)",501463,533456,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100430,"ACE touchscreen question \"Are you right or left handed?\"   This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1707"
"Assessment centre > Touchscreen > Lifestyle and environment > Sun exposure",100055,1717,"Skin colour",501462,533455,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100431,"ACE touchscreen question \"What best describes the colour of your skin without tanning?\"  If the participant activated the Help button they were shown the message:        If you are unsure, please provide an estimate or select Do not know.           This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1717"
"Assessment centre > Touchscreen > Lifestyle and environment > Sun exposure",100055,1727,"Ease of skin tanning",498262,529685,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100432,"ACE touchscreen question \"What would happen to your skin if it was repeatedly exposed to bright sunlight without any protection?\"   This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1727"
