"","factor","maf_class2","prs_bin2","simid","mean_odds","ci_lower","ci_upper"
"204","f10","n1_10_top",91,"f10_91_n1_10_top",3.07298960813295,2.5145698099694,3.75541975182149
"205","f10","maf1",96,"f10_96_maf1",2.31727155782692,2.06703067149918,2.59780735078256
"206","f10","maf1_top",96,"f10_96_maf1_top",2.80954255745194,2.290364807912,3.44640703300436
"207","f10","n1_10",96,"f10_96_n1_10",2.27968778685276,1.9802223127309,2.62444088833569
"208","f10","n1_10_top",96,"f10_96_n1_10_top",2.52078015004183,2.01326479169729,3.1562328964626
"209","f10","maf1",97,"f10_97_maf1",2.42373595808755,2.14978956666507,2.73259117339542
"210","f10","maf1_top",97,"f10_97_maf1_top",3.4975107788918,2.82120423784961,4.33594331255801
"211","f10","n1_10",97,"f10_97_n1_10",2.7014251769956,2.3145674703462,3.15294243110319
"212","f10","n1_10_top",97,"f10_97_n1_10_top",4.12652558869132,3.24042734303269,5.2549283262706
"213","f10","maf1",98,"f10_98_maf1",2.60299035369856,2.28507612624323,2.96513481701246
"214","f10","maf1_top",98,"f10_98_maf1_top",4.72799728291065,3.91259927823272,5.71332679826786
"215","f10","n1_10",98,"f10_98_n1_10",3.03842962524107,2.56367718482531,3.60109870391957
"216","f10","n1_10_top",98,"f10_98_n1_10_top",5.55823819241143,4.35822267551544,7.088672172981
"217","f10","maf1",99,"f10_99_maf1",2.64770820371834,2.334354701756,3.00312490075477
"218","f10","maf1_top",99,"f10_99_maf1_top",6.04473112901194,4.9198728284071,7.42677213343258
"219","f10","n1_10",99,"f10_99_n1_10",3.43630706091419,3.00463974426174,3.9299906883812
"220","f10","n1_10_top",99,"f10_99_n1_10_top",8.09582301214107,6.48828652333618,10.10164239945
"221","f10","maf1",100,"f10_100_maf1",2.49951984478028,2.16307617679964,2.88829377414437
"222","f10","maf1_top",100,"f10_100_maf1_top",6.98418157683484,5.63435928695542,8.65738051372249
"223","f10","n1_10",100,"f10_100_n1_10",6.30864467148173,5.43018807600196,7.32921162839674
"224","f10","n1_10_top",100,"f10_100_n1_10_top",20.645070108466,16.4099014179546,25.9732772871589
"225","f100","maf1",1,"f100_1_maf1",2.87006035516613,2.45384452453131,3.35687381981532
"226","f100","maf1_top",1,"f100_1_maf1_top",8.31157821882508,6.63918966882229,10.4052355684398
"227","f100","n1_10",1,"f100_1_n1_10",7.58667261882602,6.41321308320541,8.97484625545552
"228","f100","n1_10_top",1,"f100_1_n1_10_top",26.7997497930048,20.5355596822653,34.9747754665742
"229","f100","maf1",2,"f100_2_maf1",3.03418723121825,2.64720203373562,3.47774443988936
"230","f100","maf1_top",2,"f100_2_maf1_top",7.38940345080617,6.08398583337114,8.97491954357994
"231","f100","n1_10",2,"f100_2_n1_10",4.67036996003243,4.02803930909361,5.41512976656664
"232","f100","n1_10_top",2,"f100_2_n1_10_top",10.2543359338573,8.13729263528554,12.9221609885862
"233","f100","maf1",3,"f100_3_maf1",3.0695939455884,2.68526793528614,3.50892619204829
"234","f100","maf1_top",3,"f100_3_maf1_top",5.4695454222876,4.39904645517245,6.80054812589936
"235","f100","n1_10",3,"f100_3_n1_10",3.75291040816063,3.20205620961907,4.39852882325134
"236","f100","n1_10_top",3,"f100_3_n1_10_top",7.18013552075259,5.41198753293299,9.52595433427275
"237","f100","maf1",4,"f100_4_maf1",2.85690143497705,2.51336478425379,3.2473940354015
"238","f100","maf1_top",4,"f100_4_maf1_top",4.1190054484875,3.41986741421598,4.96107124333045
"239","f100","n1_10",4,"f100_4_n1_10",3.21456899176771,2.73798740490641,3.77410567496299
"240","f100","n1_10_top",4,"f100_4_n1_10_top",4.96911288864976,3.7974989565489,6.50219609871464
"241","f100","maf1",5,"f100_5_maf1",2.68393177053495,2.36339961807547,3.04793556442762
"242","f100","maf1_top",5,"f100_5_maf1_top",3.22699525415478,2.66271516516837,3.91085704793326
"243","f100","n1_10",5,"f100_5_n1_10",2.89946511895672,2.45440004828168,3.42523541829799
"244","f100","n1_10_top",5,"f100_5_n1_10_top",4.04385433697278,2.88716426516627,5.66395133659351
"245","f100","maf1",6,"f100_6_maf1",2.41939460141086,2.13983594964022,2.73547616503975
"246","f100","maf1_top",6,"f100_6_maf1_top",1.84492771439876,1.54743489282434,2.19961323551661
"247","f100","n1_10",6,"f100_6_n1_10",2.43729883984819,2.1698855284703,2.73766775103254
"248","f100","n1_10_top",6,"f100_6_n1_10_top",2.85617419245947,2.36956018260471,3.44271948759041
"249","f100","maf1",11,"f100_11_maf1",2.13079745654993,1.90664256423233,2.38130517277511
"250","f100","maf1_top",11,"f100_11_maf1_top",1.00664541577043,0.844221864326346,1.20031834747637
"251","f100","n1_10",11,"f100_11_n1_10",2.22805917817405,1.99527097545488,2.48800677327244
"252","f100","n1_10_top",11,"f100_11_n1_10_top",1.8665481864938,1.50026035630316,2.3222650107801
